,coords,col_2,type,nom,dict
232,"[47.3023, 0.6923579999999999]","[0, 1]",BI,Bifurcation A10/A85,{'roadname': 'A10'}
233,"[47.3023, 0.6923579999999999]","[0, 1]",BI,Bifurcation A85/A10,{'roadname': 'A85'}
234,"[47.3483, 0.703113]","[0, 1]",EC,Chambray,"{'numero': '23', 'roadname': 'A10'}"
235,"[47.329, 0.692955]","[0, 1]",EC,Jou&eacute;-les-Tours,"{'numero': '24', 'roadname': 'A10'}"
236,"[47.5377, 0.6167969999999999]","[0.38445599999999996, -0.9231429999999999]",AR,Chantemerle,{'roadname': 'A28'}
237,"[47.5377, 0.6167969999999999]","[-0.27160799999999996, 0.9624079999999999]",AR,La Renardi&egrave;re,{'roadname': 'A28'}
238,"[47.8215, 0.306956]","[0, 1]",EC,Ecommoy,"{'numero': '25', 'roadname': 'A28'}"
239,"[47.6896, 0.363567]","[0, 1]",EC,Ch&acirc;teau du Loir,"{'numero': '26', 'roadname': 'A28'}"
240,"[47.6492, 0.467006]","[-0.831179, 0.556006]",AS,Sarthe Touraine vers Le Mans,{'roadname': 'A28'}
241,"[47.6492, 0.467006]","[0.889257, -0.457408]",AS,Sarthe Touraine vers Tours,{'roadname': 'A28'}
242,"[47.6381, 0.496712]","[-0.766044, 0.642788]",BA,Barri&egrave;re de St Christophe sur le Nais,{'roadname': 'A28'}
243,"[47.5571, 0.595128]","[0, 1]",EC,Neuill&eacute; Pont-Pierre,"{'numero': '27', 'roadname': 'A28'}"
244,"[48.0829, -1.0276]","[-1, -1.83697e-16]",BA,Barri&egrave;re de La Gravelle,{'roadname': 'A81'}
245,"[48.0829, -1.03703]","[0, 1]",EC,Vitr&eacute; Est,"{'numero': '5', 'roadname': 'A81'}"
246,"[48.076, -0.922901]","[-0.9454619999999999, -0.325733]",AR,La Paplonni&egrave;re,{'roadname': 'A81'}
247,"[48.076, -0.922901]","[0.9703800000000001, 0.241583]",AR,La Sorini&egrave;re,{'roadname': 'A81'}
248,"[48.1074, -0.8332600000000001]","[0, 1]",EC,Laval Ouest,"{'numero': '4', 'roadname': 'A81'}"
249,"[48.1161, -0.784115]","[0.9719200000000001, 0.235312]",AR,Ch&acirc;teau de Ricoudet,{'roadname': 'A81'}
250,"[48.0966, -0.696541]","[-0.827865, 0.560928]",AS,Laval Bonchamps,{'roadname': 'A81'}
251,"[48.0966, -0.696541]","[0.9395129999999999, -0.342512]",AS,Laval Le Coudray,{'roadname': 'A81'}
252,"[48.1051, -0.737306]","[0, 1]",EC,Laval Est,"{'numero': '3', 'roadname': 'A81'}"
253,"[48.0589, -0.502427]","[0.9769709999999999, -0.21337099999999998]",AR,Loriolet,{'roadname': 'A81'}
254,"[48.0589, -0.502427]","[-0.9625969999999999, 0.270936]",AR,Villeray,{'roadname': 'A81'}
255,"[48.0565, -0.483576]","[0, 1]",EC,Evron,"{'numero': '2', 'roadname': 'A81'}"
256,"[48.0229, -0.325079]","[-0.7985300000000001, 0.601954]",AS,St Denis d&apos;Orques,{'roadname': 'A81'}
257,"[48.0274, -0.34249199999999996]","[0.738691, -0.674045]",AS,La Vall&eacute;e de l&apos;Erve,{'roadname': 'A81'}
258,"[48.0076, -0.160378]","[0.911403, 0.411514]",AR,La Coire,{'roadname': 'A81'}
259,"[48.0076, -0.160378]","[-0.905717, -0.42388299999999995]",AR,Les Gripperies,{'roadname': 'A81'}
260,"[48.0058, -0.21417699999999998]","[0, 1]",EC,Sabl&eacute; - Sill&eacute;-le-Guillaume,"{'numero': '1', 'roadname': 'A81'}"
261,"[48.5475, -1.82253]","[0, 1]",EC,Roz-Landrieux,{'roadname': 'N176'}
262,"[48.5444, -1.8608]","[0, 1]",EC,Plerguer,{'roadname': 'N176'}
263,"[48.5444, -1.8608]","[0, 1]",EC,Plerguer,{'roadname': 'N176'}
264,"[48.5475, -1.82253]","[0, 1]",EC,Roz-Landrieux,{'roadname': 'N176'}
265,"[48.5554, -1.7233100000000001]","[0, 1]",EC,Dol-de-Bretagne,{'roadname': 'N176'}
266,"[48.5531, -1.7608000000000001]","[0, 1]",EC,Mont-Dol,{'roadname': 'N176'}
267,"[48.5531, -1.7608000000000001]","[0, 1]",EC,Mont-Dol,{'roadname': 'N176'}
268,"[48.5554, -1.7233100000000001]","[0, 1]",EC,Dol-de-Bretagne,{'roadname': 'N176'}
269,"[48.5651, -1.60472]","[0, 1]",EC,Roz-sur-Couesnon,{'roadname': 'N176'}
270,"[48.5651, -1.60472]","[0, 1]",EC,Roz-sur-Couesnon,{'roadname': 'N176'}
271,"[48.5619, -1.4829400000000001]","[0, 1]",BI,Jonction N175/N176,{'roadname': 'N175'}
272,"[48.5615, -1.5320900000000002]","[0, 1]",EC,Saint-Georges-de-Gr&eacute;haigne,{'roadname': 'N176'}
273,"[48.5615, -1.5320900000000002]","[0, 1]",EC,Saint-Georges-de-Gr&eacute;haigne,{'roadname': 'N176'}
274,"[48.6326, -1.34111]","[0, 1]",BI,Jonction A84/N175,{'roadname': 'N175'}
275,"[48.8164, -0.12931299999999998]","[-0.422618, 0.906308]",BA,Barri&egrave;re de Ronai,{'roadname': 'A88'}
276,"[48.8222, -0.134053]","[0, 1]",EC,N&eacute;cy,"{'numero': '12', 'roadname': 'A88'}"
277,"[48.8865, -0.22053299999999998]","[0, 1]",EC,Falaise,"{'numero': '11', 'roadname': 'A88'}"
278,"[48.8556, -0.17987799999999998]","[0, 1]",EC,La Hoguette,"{'numero': '11.1', 'roadname': 'A88'}"
279,"[47.9119, -0.08516699999999999]","[0.468701, 0.883357]",AR,Pirmil Est,{'roadname': 'A11'}
280,"[47.9119, -0.08516699999999999]","[-0.451501, -0.8922709999999999]",AR,Pirmil Ouest,{'roadname': 'A11'}
281,"[47.9797, 0.0512525]","[0, 1]",EC,Le Mans Sud,"{'numero': '9', 'roadname': 'A11'}"
282,"[47.8825, 0.30424399999999996]","[0.0291429, 0.999575]",AR,Les Croiselles,{'roadname': 'A28'}
283,"[47.8825, 0.30424399999999996]","[-0.031410799999999996, -0.9995069999999999]",AR,Les Perri&egrave;res,{'roadname': 'A28'}
284,"[47.9557, 0.32547499999999996]","[0, 1]",EC,Parign&eacute;-l&apos;Ev&ecirc;que,"{'numero': '24', 'roadname': 'A28'}"
285,"[48.0415, 0.07804599999999999]","[0.9349500000000001, 0.35478099999999996]",AR,La Chevallerie,{'roadname': 'A81'}
286,"[48.0415, 0.07804599999999999]","[-0.929584, -0.36861099999999997]",AR,La Landri&egrave;re,{'roadname': 'A81'}
287,"[48.0029, 0.0951]","[0.690125, 0.72369]",AR,Pruill&eacute; Est,{'roadname': 'A11'}
288,"[48.0108, 0.106472]","[-0.861541, -0.507689]",AR,Pruill&eacute; Ouest,{'roadname': 'A11'}
289,"[48.0537, 0.179871]","[0, 1]",BI,Bifurcation A11/A28 Nord,{'roadname': 'A11'}
290,"[48.0381, 0.14404599999999998]","[0, 1]",BI,Bifurcation A11/A81,{'roadname': 'A11'}
291,"[48.0537, 0.179871]","[0, 1]",BI,Bifurcation A28 Nord/A11,{'roadname': 'A28'}
292,"[48.0381, 0.14404599999999998]","[0, 1]",BI,Bifurcation A81/A11,{'roadname': 'A81'}
293,"[48.0226, 0.13142399999999999]","[0, 1]",EC,Le Mans Ouest,"{'numero': '8', 'roadname': 'A11'}"
294,"[48.0226, 0.131425]","[0, 1]",EC,Le Mans Ouest,"{'numero': '8', 'roadname': 'A11'}"
295,"[48.0226, 0.131425]","[0, 1]",EC,Le Mans Ouest Centre Universit&eacute;,"{'numero': '8', 'roadname': 'A11'}"
296,"[48.0556, 0.253546]","[-0.839904, 0.542735]",AS,La Sarthe-Sarg&eacute;-Le Mans,{'roadname': 'A11'}
297,"[48.0556, 0.253546]","[0.967885, -0.251394]",AS,Sarthe-Sarg&eacute;-Le Mans,{'roadname': 'A11'}
298,"[48.0504, 0.296324]","[0, 1]",BI,Bifurcation A11/A28 Sud,{'roadname': 'A11'}
299,"[48.0504, 0.296324]","[0, 1]",BI,Bifurcation A28 Sud/A11,{'roadname': 'A28'}
300,"[48.0007, 0.31476000000000004]","[0, 1]",EC,Le Mans - ZI Sud,"{'numero': '23', 'roadname': 'A28'}"
301,"[48.0534, 0.329988]","[-0.9991300000000001, -0.0417013]",AR,Haras de Maulepaire,{'roadname': 'A11'}
302,"[48.0534, 0.329988]","[0.9771569999999999, 0.21251899999999999]",AR,La Martini&egrave;re,{'roadname': 'A11'}
303,"[48.0747, 0.45114099999999996]","[0.853096, 0.5217539999999999]",AR,La Charpenterie,{'roadname': 'A11'}
304,"[48.0747, 0.45114099999999996]","[-0.972695, -0.232087]",AR,La Parnouette,{'roadname': 'A11'}
305,"[48.126, 0.622846]","[-0.686199, -0.727414]",AS,La Fert&eacute; Bernard,{'roadname': 'A11'}
306,"[48.126, 0.622846]","[0.87538, 0.483435]",AS,Villaines-la-Gonais,{'roadname': 'A11'}
307,"[48.1496, 0.691862]","[0, 1]",EC,La Fert&eacute;-Bernard,"{'numero': '5', 'roadname': 'A11'}"
308,"[48.194, 0.17221499999999998]","[0, 1]",EC,Beaumont-sur-Sarthe,"{'numero': '21', 'roadname': 'A28'}"
309,"[48.2431, 0.16499000000000003]","[0.124814, -0.9921800000000001]",AR,Jo&euml;l Boisgard,{'roadname': 'A28'}
310,"[48.2431, 0.16499000000000003]","[-0.22376000000000001, 0.974644]",AR,La Suzannerie,{'roadname': 'A28'}
311,"[48.3138, 0.136992]","[0, 1]",EC,Sill&eacute;-le-Guillaume - Mamers,"{'numero': '20', 'roadname': 'A28'}"
312,"[48.3959, 0.110806]","[0, 1]",EC,Alen&ccedil;on Sud,"{'numero': '19', 'roadname': 'A28'}"
313,"[48.457300000000004, 0.127681]","[-0.372988, 0.927836]",AS,Dentelle d&apos;Alen&ccedil;on,{'roadname': 'A28'}
314,"[48.457300000000004, 0.127681]","[0.128623, -0.991694]",AS,Dentelle d&apos;Alen&ccedil;on,{'roadname': 'A28'}
315,"[48.4532, 0.131389]","[0, 1]",EC,Alen&ccedil;on Nord,"{'numero': '18', 'roadname': 'A28'}"
316,"[48.6594, 0.078663]","[0, 1]",EC,Mortr&eacute;e,"{'numero': '15', 'roadname': 'A88'}"
317,"[48.7221, -0.058602999999999995]","[-0.215247, 0.9765600000000001]",AS,Pays d&apos;Argentan,{'roadname': 'A88'}
318,"[48.7221, -0.058602999999999995]","[0.267407, -0.963584]",AS,Pays d&apos;Argentan,{'roadname': 'A88'}
319,"[48.723, -0.059182]","[0, 1]",EC,Argentan Centre,"{'numero': '13', 'roadname': 'A88'}"
320,"[48.688, 0.009616999999999999]","[0, 1]",EC,Argentan Sud,"{'numero': '14', 'roadname': 'A88'}"
321,"[48.634, 0.189309]","[-0.554554, 0.832148]",AR,S&eacute;es Est,{'roadname': 'A88'}
322,"[48.6445, 0.214048]","[0.47332, 0.880891]",AR,Sources de l&apos;Orne,{'roadname': 'A28'}
323,"[48.6329, 0.19095299999999998]","[-0.819152, 0.573576]",BA,Barri&egrave;re de S&eacute;es,{'roadname': 'A88'}
324,"[48.63, 0.196507]","[0, 1]",BI,Jonction A28/A88,{'roadname': 'A88'}
325,"[48.6363, 0.185659]","[0, 1]",EC,S&eacute;es,"{'numero': '16', 'roadname': 'A88'}"
326,"[48.63, 0.196508]","[0, 1]",EC,S&eacute;es (Jonction A88),"{'numero': '17', 'roadname': 'A28'}"
327,"[48.6565, 0.22347299999999998]","[-0.31929, -0.947657]",AR,Sources de l&apos;Orne,{'roadname': 'A28'}
328,"[48.774, 0.30602199999999996]","[0, 1]",EC,Gac&eacute;,"{'numero': '16', 'roadname': 'A28'}"
329,"[48.8496, 0.372708]","[0.298874, 0.954293]",AS,Haras,{'roadname': 'A28'}
330,"[48.8496, 0.372708]","[-0.2632, -0.964741]",AS,Haras,{'roadname': 'A28'}
331,"[49.0341, 0.44364699999999996]","[0, 1]",EC,Broglie-Orbec,"{'numero': '15', 'roadname': 'A28'}"
332,"[49.1675, -0.27552499999999996]","[-0.9986109999999999, -0.052684499999999995]",AS,Giberville nord,{'roadname': 'A13'}
333,"[49.1675, -0.27552499999999996]","[0.98777, -0.155917]",AS,Giberville sud,{'roadname': 'A13'}
334,"[49.1682, -0.245114]","[0, 1]",BI,Jonction A13/A813,{'roadname': 'A813'}
335,"[49.169200000000004, -0.301106]","[0, 1]",EC,Mondeville,{'roadname': 'A13'}
336,"[49.1792, -0.201156]","[0, 1]",EC,Troarn,"{'numero': '31', 'roadname': 'A13'}"
337,"[49.1365, -0.231368]","[0, 1]",LI,Jonction A813/RD613,{'roadname': 'A813'}
338,"[49.2296, -0.076385]","[-0.906308, -0.422618]",BA,Barri&egrave;re de Dozul&eacute;,{'roadname': 'A13'}
339,"[49.2287, -0.0802985]","[0, 1]",EC,Dozul&eacute;,"{'numero': '30', 'roadname': 'A13'}"
340,"[49.2473, 0.055387]","[-0.8434849999999999, -0.537152]",AR,Annebault,{'roadname': 'A13'}
341,"[49.2565, 0.08692699999999999]","[0.811778, 0.583966]",AR,Beaumont-en-Auge,{'roadname': 'A13'}
342,"[49.259, 0.10743899999999999]","[0, 1]",EC,La Haie Tondue,"{'numero': '29', 'roadname': 'A13'}"
343,"[49.2912, 0.201867]","[0, 1]",BI,Jonction A13/A132,{'roadname': 'A132'}
344,"[49.3134, 0.140789]","[0, 1]",BI,Jonction A132/D677 (Canapville),"{'numero': '3', 'roadname': 'A132'}"
345,"[49.2995, 0.186851]","[0, 1]",EC,Honfleur,"{'numero': '2', 'roadname': 'A132'}"
346,"[49.2935, 0.19891399999999998]","[0, 1]",EC,Pont l&apos;Ev&ecirc;que,"{'numero': '1', 'roadname': 'A132'}"
347,"[49.3242, 0.328843]","[-0.793353, -0.608761]",AS,Beuzeville nord,{'roadname': 'A13'}
348,"[49.3209, 0.319198]","[0.7589300000000001, 0.651172]",AS,Beuzeville sud,{'roadname': 'A13'}
349,"[49.3221, 0.30805699999999997]","[-0.766044, 0.642788]",BA,Barri&egrave;re de Quetteville,{'roadname': 'A29'}
350,"[49.3189, 0.31387899999999996]","[0, 1]",BI,Jonction A13/A29,{'roadname': 'A29'}
351,"[49.1405, 0.577097]","[0.9767849999999999, 0.214224]",AR,Risle et Charentonne,{'roadname': 'A28'}
352,"[49.1405, 0.577097]","[-0.937889, -0.34693599999999997]",AR,Risle et Charentonne,{'roadname': 'A28'}
353,"[49.141, 0.579951]","[0, 1]",EC,Bernay,"{'numero': '14', 'roadname': 'A28'}"
354,"[49.3379, 0.364629]","[-0.9848079999999999, -0.173648]",BA,Barri&egrave;re de Beuzeville,{'roadname': 'A13'}
355,"[49.3381, 0.369675]","[0, 1]",EC,Beuzeville,"{'numero': '28', 'roadname': 'A13'}"
356,"[49.3381, 0.369681]","[0, 1]",EC,Beuzeville,"{'numero': '28', 'roadname': 'A13'}"
357,"[49.4126, 0.269899]","[0, 1]",EC,La Rivi&egrave;re Saint Sauveur,"{'numero': '3', 'roadname': 'A29'}"
358,"[49.3705, 0.22483799999999998]","[0, 1]",EC,Le Chenard,"{'numero': '1', 'roadname': 'A29Ouest'}"
359,"[49.3901, 0.255984]","[0, 1]",EC,Le Plateau,"{'numero': '2', 'roadname': 'A29Ouest'}"
360,"[49.3841, 0.579548]","[-0.999145, 0.0413525]",AR,Josapha,{'roadname': 'A13'}
361,"[49.3835, 0.600015]","[0.9964189999999999, -0.0845474]",AR,Le Moulin,{'roadname': 'A13'}
362,"[49.3864, 0.602386]","[-0.642788, 0.766044]",BA,Barri&egrave;re de Bourneville,{'roadname': 'A131'}
363,"[49.3822, 0.606004]","[0, 1]",BI,Jonction A13/A131,{'roadname': 'A131'}
364,"[49.3877, 0.601279]","[0, 1]",EC,Bourneville,"{'numero': '28', 'roadname': 'A131'}"
365,"[49.378, 0.622572]","[0, 1]",EC,Bourneville,"{'numero': '26', 'roadname': 'A13'}"
366,"[49.3719, 0.6883819999999999]","[0.9996889999999999, -0.024955599999999998]",AR,Eturqueraye,{'roadname': 'A13'}
367,"[44.9039, 4.92454]","[0, 1]",EC,Malissard,"{'numero': '33', 'roadname': 'N7'}"
368,"[44.9545, 4.93511]","[0, 1]",EC,Valence Les Couleures,"{'numero': '35', 'roadname': 'N7'}"
369,"[44.9588, 4.93777]","[0, 1]",LI,Jonction N7/N532,{'roadname': 'N7'}
370,"[44.9776, 4.96667]","[0, 1]",EC,Saint Marcel l&egrave;s Valence,"{'numero': '3', 'roadname': 'N532'}"
371,"[44.9194, 4.94128]","[0, 1]",EC,Valence Briffaut,"{'numero': '34', 'roadname': 'N7'}"
372,"[44.9605, 4.94244]","[0, 1]",EC,Le Plovier,"{'numero': '2', 'roadname': 'N532'}"
373,"[44.9623, 4.9509]","[0.965926, 0.25881899999999997]",AR,Les Fruitiers,{'roadname': 'N532'}
374,"[44.9861, 4.97966]","[0, 1]",EC,Valence Gare TGV,"{'numero': '4', 'roadname': 'N532'}"
375,"[45.0203, 5.04085]","[0, 1]",EC,Bourg de P&eacute;age,"{'numero': '6', 'roadname': 'A49'}"
376,"[45.0172, 5.02936]","[0, 1]",LI,Limite A49,{'roadname': 'A49'}
377,"[44.9994, 5.00091]","[-0.766044, -0.642788]",AS,Les Marthes,{'roadname': 'N532'}
378,"[44.9987, 4.99986]","[0, 1]",EC,Alixan,"{'numero': '5', 'roadname': 'N532'}"
379,"[44.9994, 5.00091]","[0.766044, 0.642788]",AS,Bayale,{'roadname': 'N532'}
380,"[45.026, 5.09699]","[-0.965926, -0.25881899999999997]",BA,Barri&egrave;re de Chatuzange,{'roadname': 'A49'}
381,"[45.0239, 5.08175]","[0, 1]",EC,Chatuzange Le Goubet,"{'numero': '7', 'roadname': 'A49'}"
382,"[45.0735, 5.21097]","[-0.20244499999999999, -0.979294]",AS,Porte de la Dr&ocirc;me,{'roadname': 'A49'}
383,"[45.0735, 5.21097]","[0.37751799999999996, 0.926002]",AS,Royans-Vercors,{'roadname': 'A49'}
384,"[45.0669, 5.20523]","[0, 1]",EC,La Baume d&apos;Hostun,"{'numero': '8', 'roadname': 'A49'}"
385,"[45.6621, 4.92319]","[0, 1]",BI,Jonction D301/A46,{'roadname': 'A46S'}
386,"[45.7211, 4.9336400000000005]","[0, 1]",EC,Bron aviation,"{'numero': '4', 'roadname': 'A43'}"
387,"[45.7249, 4.92411]","[0, 1]",EC,Porte des Alpes,"{'numero': '3', 'roadname': 'A43'}"
388,"[45.6982, 4.97605]","[-0.766044, 0.642788]",AS,Manissieux,{'roadname': 'A43'}
389,"[45.6982, 4.97605]","[0.766044, -0.642788]",AS,Saint Priest,{'roadname': 'A43'}
390,"[45.731, 4.97848]","[0, 1]",EC,Genas,"{'numero': '8', 'roadname': 'N346'}"
391,"[45.6715, 4.9388000000000005]","[0, 1]",EC,Mions centre,"{'numero': '13', 'roadname': 'A46S'}"
392,"[45.7133, 4.96915]","[0, 1]",EC,St Bonnet de Mure,"{'numero': '10', 'roadname': 'N346'}"
393,"[45.6933, 4.96901]","[0, 1]",EC,St Priest Bel Air,"{'numero': '11', 'roadname': 'A46S'}"
394,"[45.682, 4.96167]","[0, 1]",EC,St Priest centre,"{'numero': '12', 'roadname': 'A46S'}"
395,"[45.7242, 4.97501]","[0, 1]",EC,ZI Mi-plaine,"{'numero': '9', 'roadname': 'N346'}"
396,"[45.703, 4.96616]","[0, 1]",BI,Jonction N346/A43/A46S,{'roadname': 'A43'}
397,"[45.6485, 5.12011]","[0.939693, -0.34202000000000005]",BA,Barri&egrave;re de Saint Quentin Fallavier,{'roadname': 'A43'}
398,"[45.6537, 5.09959]","[0, 1]",EC,L&apos;Isle d&apos;Abeau Chesnes,"{'numero': '5', 'roadname': 'A43'}"
399,"[45.6128, 5.21142]","[-0.9468179999999999, 0.32177]",AS,l&apos;Isle d&apos;Abeau Nord,{'roadname': 'A43'}
400,"[45.6128, 5.21142]","[0.9262, -0.377033]",AS,l&apos;Isle d&apos;Abeau Sud,{'roadname': 'A43'}
401,"[45.6072, 5.23705]","[0, 1]",EC,l&apos;Isle d&apos;Abeau Centre,"{'numero': '7', 'roadname': 'A43'}"
402,"[45.6308, 5.16402]","[0, 1]",EC,Villefontaine,"{'numero': '6', 'roadname': 'A43'}"
403,"[45.6727, 5.05143]","[-0.34202000000000005, -0.939693]",BA,Barri&egrave;re de Saint Exup&eacute;ry,{'roadname': 'A432'}
404,"[45.6881, 5.05941]","[0, 1]",EC,Saint Exup&eacute;ry,"{'numero': '5', 'roadname': 'A432'}"
405,"[45.6932, 5.07768]","[0, 1]",EC,St Laurent de Mure,"{'numero': '4', 'roadname': 'A432'}"
406,"[45.6697, 5.0486]","[0, 1]",BI,Jonction A43/A432,{'roadname': 'A43'}
407,"[45.6697, 5.0486]","[0, 1]",BI,Jonction A43/A432,{'roadname': 'A432'}
408,"[45.8019, 4.92698]","[0, 1]",BI,Jonction A42/A46,{'roadname': 'A46N'}
409,"[45.8019, 4.92698]","[0, 1]",BI,jonction A42/A46N/N346,{'roadname': 'A42'}
410,"[45.8019, 4.92698]","[0, 1]",BI,Jonction A46N/N346,{'roadname': 'N346'}
411,"[45.7704, 4.9848]","[0, 1]",EC,Meyzieux Grand Large,"{'numero': '6', 'roadname': 'N346'}"
412,"[45.8105, 4.93658]","[0, 1]",EC,Miribel,"{'numero': '4', 'roadname': 'A42'}"
413,"[45.7502, 4.98663]","[0, 1]",EC,Pusignan,"{'numero': '7', 'roadname': 'N346'}"
414,"[45.7834, 4.9566300000000005]","[0, 1]",EC,Vaulx en Velin La Rize,"{'numero': '5', 'roadname': 'N346'}"
415,"[45.8205, 4.99378]","[0.8660249999999999, 0.5]",BA,Barri&egrave;re de Beynost,{'roadname': 'A42'}
416,"[45.8275, 5.03217]","[0.642788, -0.766044]",BA,Barri&egrave;re de La Boisse,{'roadname': 'A432'}
417,"[45.8275, 5.03217]","[-0.642788, 0.766044]",BA,Gare de p&eacute;age de La Boisse (vers A42 Gen&egrave;ve),{'roadname': 'A432'}
418,"[45.8275, 5.03217]","[0.642788, -0.766044]",BA,Gare de p&eacute;age de La Boisse (vers A432 Grenoble),{'roadname': 'A432'}
419,"[45.8275, 5.03217]","[-0.642788, 0.766044]",BA,Gare de p&eacute;age de La Boisse (vers A432 Paris),{'roadname': 'A432'}
420,"[45.8321, 5.02719]","[0, 1]",BI,Jonction A42/A432,{'roadname': 'A432'}
421,"[45.8389, 5.04515]","[0, 1]",EC,Montluel,"{'numero': '5.1', 'roadname': 'A42'}"
422,"[45.8182, 4.98607]","[0, 1]",EC,Saint Maurice de Beynost,"{'numero': '5', 'roadname': 'A42'}"
423,"[45.821, 4.99522]","[0.8660249999999999, 0.5]",AR,Beynost Sud,{'roadname': 'A42'}
424,"[45.8203, 4.99238]","[-0.8660249999999999, -0.5]",AR,Beynost Nord,{'roadname': 'A42'}
425,"[45.766, 5.08543]","[0, 1]",EC,Meyzieu,"{'numero': '3', 'roadname': 'A432'}"
426,"[45.8442, 5.07041]","[0.912905, 0.408171]",AS,Lyon Dagneux,{'roadname': 'A42'}
427,"[45.8442, 5.07041]","[-0.8078869999999999, -0.589337]",AS,Lyon Montluel,{'roadname': 'A42'}
428,"[45.8528, 5.09631]","[0, 1]",EC,Balan,"{'numero': '6', 'roadname': 'A42'}"
429,"[45.8623, 5.17723]","[0, 1]",EC,P&eacute;rouges,"{'numero': '7', 'roadname': 'A42'}"
430,"[45.9097, 5.24272]","[0.666532, 0.7454759999999999]",AR,Chazey sur Ain,{'roadname': 'A42'}
431,"[45.9097, 5.24272]","[-0.6390359999999999, -0.769177]",AR,Les Brotteaux,{'roadname': 'A42'}
432,"[46.2789, 4.98353]","[0.9481569999999999, -0.317801]",AR,Les Planons,{'roadname': 'A40'}
433,"[46.2789, 4.98353]","[-0.9136869999999999, 0.406418]",AR,Mus&eacute;e de la Bresse,{'roadname': 'A40'}
434,"[46.2718, 5.0181]","[0, 1]",EC,Saint Genis,"{'numero': '4', 'roadname': 'A40'}"
435,"[46.2524, 5.25624]","[0, 1]",BI,Jonction A39/A40,{'roadname': 'A39'}
436,"[46.2617, 5.16343]","[0, 1]",EC,Bourg en Bresse Nord,"{'numero': '5', 'roadname': 'A40'}"
437,"[46.3105, 5.2609200000000005]","[0.35053399999999996, 0.9365500000000001]",AR,Beny,{'roadname': 'A39'}
438,"[46.3105, 5.2609200000000005]","[-0.30469799999999997, -0.952449]",AR,Marmont,{'roadname': 'A39'}
439,"[44.9084, 5.62623]","[0, 1]",LI,Col du Fau,{'roadname': 'A51'}
440,"[44.962, 5.6481200000000005]","[0.7071069999999999, -0.7071069999999999]",AR,Les Jaillets,{'roadname': 'A51'}
441,"[44.962, 5.6481200000000005]","[-0.7071069999999999, 0.7071069999999999]",AR,Les Marceaux,{'roadname': 'A51'}
442,"[44.9604, 5.65062]","[0, 1]",EC,Monteynard,"{'numero': '13', 'roadname': 'A51'}"
443,"[45.1359, 5.32505]","[0, 1]",EC,Saint Marcellin,"{'numero': '9', 'roadname': 'A49'}"
444,"[45.0455, 5.67884]","[-0.906308, -0.422618]",BA,Barri&egrave;re de Le Crozet,{'roadname': 'A51'}
445,"[45.0864, 5.6715800000000005]","[0, 1]",EC,Saint Paul de Varces,"{'numero': '11', 'roadname': 'A51'}"
446,"[45.0759, 5.67958]","[0, 1]",EC,Vif,"{'numero': '12', 'roadname': 'A51'}"
447,"[45.1357, 5.69037]","[0, 1]",EC,Pont-De-Claix,"{'numero': '7', 'roadname': 'A480'}"
448,"[45.1299, 5.69064]","[0, 1]",EC,Jonction A480/N85 (Rives du Drac),"{'numero': '8', 'roadname': 'A480'}"
449,"[45.1199, 5.6867]","[0, 1]",EC,Claix,"{'numero': '9', 'roadname': 'A480'}"
450,"[45.1104, 5.68101]","[0, 1]",EC,Varces,"{'numero': '10', 'roadname': 'A480'}"
451,"[45.1592, 5.36173]","[0.528142, 0.8491559999999999]",AR,Chambaran,{'roadname': 'A49'}
452,"[45.1592, 5.36173]","[-0.622378, -0.782717]",AR,Saint Sauveur,{'roadname': 'A49'}
453,"[45.2085, 5.4549]","[0.874958, 0.484199]",AR,l&apos;Albenc,{'roadname': 'A49'}
454,"[45.1981, 5.4227]","[0, 1]",EC,Vinay,"{'numero': '10', 'roadname': 'A49'}"
455,"[45.2093, 5.68612]","[0, 1]",EC,Z.I. - centre Etudes Nuclaires,"{'numero': '1', 'roadname': 'A480'}"
456,"[45.1897, 5.70264]","[0, 1]",EC,Vercors-Eslangon,"{'numero': '2', 'roadname': 'A480'}"
457,"[45.18, 5.70233]","[0, 1]",EC,Catane,"{'numero': '3', 'roadname': 'A480'}"
458,"[45.168, 5.70176]","[0, 1]",EC,Louise-Michel,"{'numero': '4', 'roadname': 'A480'}"
459,"[45.1587, 5.70118]","[0, 1]",EC,Jonction A480/N87 (Le Rondeau),"{'numero': '5', 'roadname': 'A480'}"
460,"[45.1501, 5.69657]","[0, 1]",EC,Echirolles - Comboire,"{'numero': '6', 'roadname': 'A480'}"
461,"[45.2139, 5.68341]","[0, 1]",BI,Jonction A48/A480/N481,{'roadname': 'A480'}
462,"[45.2139, 5.68343]","[0, 1]",BI,Jonction A48/A480/N481,{'roadname': 'A48'}
463,"[45.243, 5.49977]","[-0.30669199999999996, -0.9518089999999999]",AR,Polienas,{'roadname': 'A49'}
464,"[45.2847, 5.52384]","[0, 1]",EC,Tullins,"{'numero': '11', 'roadname': 'A49'}"
465,"[45.2776, 5.6236]","[0.156779, -0.9876339999999999]",AS,l&apos;Ile Rose,{'roadname': 'A48'}
466,"[45.2776, 5.6236]","[-0.21575799999999998, 0.976447]",AS,Voreppe,{'roadname': 'A48'}
467,"[45.2832, 5.62169]","[0.173648, -0.9848079999999999]",BA,Barri&egrave;re de Voreppe,{'roadname': 'A48'}
