,coords,col_2,type,nom,dict
5150,"[48.5378, 7.57889]","[0, 1]",EC,Bruche,"{'numero': '1', 'roadname': 'A355'}"
5151,"[48.6731, 7.73607]","[0, 1]",BI,Jonction A4/A35,{'roadname': 'A4'}
5152,"[48.6478, 7.73377]","[0, 1]",EC,Reichstett,"{'numero': '48', 'roadname': 'A4'}"
5153,"[48.7226, 7.69355]","[-0.38751599999999997, 0.921863]",AS,Brumath Est,{'roadname': 'A4'}
5154,"[48.7226, 7.69355]","[0.144183, -0.989551]",AS,Brumath Ouest,{'roadname': 'A4'}
5155,"[48.7047, 7.71061]","[0, 1]",EC,Brumath Sud,"{'numero': '47', 'roadname': 'A4'}"
5156,"[48.7485, 7.6842500000000005]","[0, 1]",EC,Brumath Z.I.,"{'numero': '46', 'roadname': 'A4'}"
5157,"[48.6785, 7.7274]","[0, 1]",BI,Bifurcation A355/A4/A35,{'roadname': 'A355'}
5158,"[48.822, 7.1504]","[0.277482, -0.960731]",AR,Katzenkopf,{'roadname': 'A4'}
5159,"[48.822, 7.1504]","[-0.259493, 0.965745]",AR,Schalbach,{'roadname': 'A4'}
5160,"[48.7755, 7.24261]","[0, 1]",EC,Phalsbourg,"{'numero': '43', 'roadname': 'A4'}"
5161,"[48.881, 7.11975]","[-0.0204189, 0.9997919999999999]",AR,Berg,{'roadname': 'A4'}
5162,"[48.881, 7.11975]","[-0.132429, -0.991192]",AR,Eywiller,{'roadname': 'A4'}
5163,"[48.7707, 7.30849]","[0.948102, -0.317967]",AR,Danne,{'roadname': 'A4'}
5164,"[48.7707, 7.30849]","[-0.9869119999999999, -0.16125899999999999]",AR,Quatre-Vents,{'roadname': 'A4'}
5165,"[48.761, 7.36418]","[-0.9848079999999999, -0.173648]",AS,Saverne Eckartswiller,{'roadname': 'A4'}
5166,"[48.761, 7.36418]","[0.9848079999999999, 0.173648]",AS,Saverne Monswiller,{'roadname': 'A4'}
5167,"[48.7693, 7.38176]","[0, 1]",EC,Saverne,"{'numero': '44', 'roadname': 'A4'}"
5168,"[48.7703, 7.48745]","[-0.9873029999999999, -0.158847]",AR,Gottesheim,{'roadname': 'A4'}
5169,"[48.7707, 7.49367]","[0.9873029999999999, 0.158847]",AR,Lienbach,{'roadname': 'A4'}
5170,"[48.9158, 7.12117]","[0, 1]",EC,Sarre-Union,"{'numero': '42', 'roadname': 'A4'}"
5171,"[48.7696, 7.60207]","[0.9848079999999999, 0.173648]",BA,Barri&egrave;re de Schwindratzheim,{'roadname': 'A4'}
5172,"[48.7694, 7.59974]","[0, 1]",EC,Hochfelden,"{'numero': '45', 'roadname': 'A4'}"
5173,"[49.0834, 4.95874]","[-0.8120839999999999, -0.583541]",AR,La Fontaine d&apos;Olive Nord,{'roadname': 'A4'}
5174,"[49.0834, 4.95874]","[0.861895, 0.507087]",AR,La Fontaine d&apos;Olive Sud,{'roadname': 'A4'}
5175,"[49.0918, 5.14056]","[-0.935259, 0.353965]",AR,Jub&eacute;court,{'roadname': 'A4'}
5176,"[49.0918, 5.14056]","[0.9893489999999999, -0.145565]",AR,Rar&eacute;court,{'roadname': 'A4'}
5177,"[49.0916, 5.10171]","[0, 1]",EC,Clermont en Argonne,"{'numero': '27', 'roadname': 'A4'}"
5178,"[49.0982, 5.29783]","[0.9840409999999999, 0.177944]",AR,La Rouge Haie,{'roadname': 'A4'}
5179,"[49.0982, 5.29783]","[-0.895246, -0.445573]",AR,Les Geni&egrave;vres,{'roadname': 'A4'}
5180,"[49.0964, 5.27781]","[0, 1]",EC,Voie Sacr&eacute;e,"{'numero': '28', 'roadname': 'A4'}"
5181,"[49.1096, 5.41388]","[0, 1]",EC,Verdun,"{'numero': '29', 'roadname': 'A4'}"
5182,"[49.1192, 5.5085]","[-0.9996389999999999, 0.026874799999999997]",AS,Verdun Saint-Nicolas Nord,{'roadname': 'A4'}
5183,"[49.1192, 5.5085]","[0.9654269999999999, -0.260673]",AS,Verdun Saint-Nicolas Sud,{'roadname': 'A4'}
5184,"[49.1268, 5.61908]","[0, 1]",EC,Fresnes-en-Wo&euml;vre,"{'numero': '30', 'roadname': 'A4'}"
5185,"[49.1445, 5.70881]","[-0.692647, -0.721277]",AR,Bois de la Ronce,{'roadname': 'A4'}
5186,"[49.1373, 5.69036]","[0.8129989999999999, 0.5822649999999999]",AR,L&apos;Epinotte,{'roadname': 'A4'}
5187,"[49.1959, 5.86894]","[-0.987933, -0.154883]",AR,Bois Saint-Martin,{'roadname': 'A4'}
5188,"[49.1959, 5.86894]","[0.890292, 0.45539]",AR,Le Bois de Labry,{'roadname': 'A4'}
5189,"[49.1989, 5.92445]","[0.9848079999999999, 0.173648]",BA,Barri&egrave;re de Beaumont,{'roadname': 'A4'}
5190,"[49.1985, 5.8984000000000005]","[0, 1]",EC,Jarny,"{'numero': '31', 'roadname': 'A4'}"
5191,"[49.18, 6.0535]","[0.999999, 0.00122173]",AS,Metz Saint-Privat,{'roadname': 'A4'}
5192,"[49.18, 6.0535]","[-0.949425, -0.313992]",AS,Metz Saint-Privat,{'roadname': 'A4'}
5193,"[49.1955, 5.98832]","[0, 1]",EC,Sainte Marie aux Ch&ecirc;nes,"{'numero': '32', 'roadname': 'A4'}"
5194,"[49.1986, 6.14448]","[0, 1]",EC,Sem&eacute;court,"{'numero': '34', 'roadname': 'A4'}"
5195,"[49.2072, 6.12963]","[0, 1]",EC,Marange-Silvange,"{'numero': '33', 'roadname': 'A4'}"
5196,"[49.3314, 6.05166]","[0, 1]",EC,Hayange Ouest,"{'numero': '4', 'roadname': 'A30'}"
5197,"[49.3298, 6.01631]","[-0.8660249999999999, 0.5]",AR,La Castine,{'roadname': 'A30'}
5198,"[49.3371, 5.99871]","[0.573576, -0.819152]",AR,Bois des Tillots,{'roadname': 'A30'}
5199,"[49.2936, 6.16718]","[0, 1]",EC,Uckange,"{'numero': '1', 'roadname': 'A30'}"
5200,"[49.3174, 6.08237]","[0, 1]",EC,Hayange Centre,"{'numero': '3', 'roadname': 'A30'}"
5201,"[49.3114, 6.10533]","[0, 1]",EC,1/2 Echangeur Fameck Centre,"{'numero': '2b', 'roadname': 'A30'}"
5202,"[49.3064, 6.12444]","[0, 1]",EC,Fameck Felti&egrave;re,"{'numero': '2', 'roadname': 'A30'}"
5203,"[49.4063, 5.92854]","[0, 1]",EC,Aumetz,"{'numero': '7', 'roadname': 'A30'}"
5204,"[49.4388, 5.90651]","[0, 1]",EC,Crusnes,"{'numero': '8', 'roadname': 'A30'}"
5205,"[49.3591, 5.98159]","[0, 1]",EC,Fontoy,"{'numero': '5', 'roadname': 'A30'}"
5206,"[49.3874, 5.96705]","[0, 1]",EC,Havange,"{'numero': '6', 'roadname': 'A30'}"
5207,"[49.1263, 6.24]","[0, 1]",BI,Jonction A314/A315,{'roadname': 'A315'}
5208,"[49.122, 6.2281]","[0, 1]",LI,Fin de concession A314,{'roadname': 'A314'}
5209,"[49.1215, 6.23495]","[0, 1]",LI,Fin de concession A315,{'roadname': 'A315'}
5210,"[49.1836, 6.24142]","[-0.642788, 0.766044]",AR,Charly-Oradour,{'roadname': 'A4'}
5211,"[49.1873, 6.22841]","[0.648917, -0.760859]",AR,La Crou&eacute;e,{'roadname': 'A4'}
5212,"[49.2011, 6.17531]","[0, 1]",BI,Jonction A4/A31,{'roadname': 'A4'}
5213,"[49.1288, 6.26305]","[0, 1]",BI,Jonction A4/A314,{'roadname': 'A4'}
5214,"[49.136, 6.2472]","[0, 1]",BI,Jonction A4/A315,{'roadname': 'A4'}
5215,"[49.1975, 6.20859]","[0, 1]",EC,Argancy,"{'numero': '35', 'roadname': 'A4'}"
5216,"[49.1371, 6.41105]","[-0.9961949999999999, 0.0871557]",AR,Landonvillers Nord,{'roadname': 'A4'}
5217,"[49.1371, 6.41105]","[0.9961949999999999, -0.0871557]",AR,Landonvillers Sud,{'roadname': 'A4'}
5218,"[49.1409, 6.46837]","[0, 1]",EC,Boulay,"{'numero': '36', 'roadname': 'A4'}"
5219,"[49.132, 6.5275]","[0.9681909999999999, -0.25021099999999996]",AR,Brouck,{'roadname': 'A4'}
5220,"[49.1338, 6.54622]","[-0.9988900000000001, 0.047106499999999996]",AR,Narb&eacute;fontaine,{'roadname': 'A4'}
5221,"[49.2852, 6.17337]","[0, 1]",BI,Jonction A30/A31,{'roadname': 'A30'}
5222,"[49.1334, 6.65941]","[-0.9999819999999999, -0.00593408]",AS,Longeville Nord,{'roadname': 'A4'}
5223,"[49.1334, 6.65941]","[0.950299, -0.31134]",AS,Longeville Sud,{'roadname': 'A4'}
5224,"[49.136, 6.70185]","[0.9961949999999999, 0.0871557]",BA,Barri&egrave;re de Saint-Avold,{'roadname': 'A4'}
5225,"[49.1361, 6.70872]","[0, 1]",EC,Saint-Avold,"{'numero': '37', 'roadname': 'A4'}"
5226,"[49.1397, 6.8103]","[0, 1]",EC,Freyming,"{'numero': '38', 'roadname': 'A4'}"
5227,"[49.1436, 6.81823]","[0, 1]",EC,Merlebach (1/2 &eacute;changeur Ouest),"{'numero': '41', 'roadname': 'A320'}"
5228,"[49.0754, 6.89663]","[0.906308, -0.422618]",BA,Barri&egrave;re de Loupershouse,{'roadname': 'A4'}
5229,"[49.1079, 6.8565000000000005]","[0, 1]",EC,Farebersviller,"{'numero': '39', 'roadname': 'A4'}"
5230,"[49.0697, 6.91467]","[0, 1]",EC,Puttelange,"{'numero': '40', 'roadname': 'A4'}"
5231,"[49.1981, 6.93616]","[0, 1]",EC,Stiring Wendel,"{'numero': '45', 'roadname': 'A320'}"
5232,"[49.1811, 6.91794]","[0, 1]",EC,Forbach Centre,"{'numero': '44', 'roadname': 'A320'}"
5233,"[49.1981, 6.93616]","[0, 1]",EC,Stiring Wendel,"{'numero': '45', 'roadname': 'A320'}"
5234,"[49.1766, 6.8972]","[0, 1]",EC,Forbach Centre de loisirs,"{'numero': '43', 'roadname': 'A320'}"
5235,"[49.1719, 6.88321]","[0, 1]",EC,Forbach Marienau,"{'numero': '42', 'roadname': 'A320'}"
5236,"[49.1551, 6.84876]","[0, 1]",EC,Merlebach (1/2 &eacute;changeur Est),"{'numero': '41', 'roadname': 'A320'}"
5237,"[49.1811, 6.91794]","[0, 1]",EC,Forbach Centre,"{'numero': '44', 'roadname': 'A320'}"
5238,"[49.2037, 6.95806]","[0, 1]",LI,Fronti&egrave;re franco-allemande,{'roadname': 'A320'}
5239,"[43.3602, -1.69592]","[0.939693, 0.34202000000000005]",AR,Urrugne,{'roadname': 'A63'}
5240,"[43.3411, -1.74938]","[0.9848079999999999, 0.173648]",BA,Biriatou,{'roadname': 'A63'}
5241,"[43.3411, -1.74938]","[-0.9848079999999999, -0.173648]",BA,Biriatou,{'roadname': 'A63'}
5242,"[43.34, -1.75218]","[0, 1]",EC,Biriatou,"{'numero': '1', 'roadname': 'A63'}"
5243,"[43.4013, -1.63511]","[0, 1]",EC,Saint Jean de Luz Nord,"{'numero': '3', 'roadname': 'A63'}"
5244,"[43.3715, -1.67775]","[0, 1]",EC,Saint Jean de Luz Sud,"{'numero': '2', 'roadname': 'A63'}"
5245,"[43.4225, -1.5977800000000002]","[0.7071069999999999, 0.7071069999999999]",AS,Bidart Est,{'roadname': 'A63'}
5246,"[43.4225, -1.5977800000000002]","[-0.7071069999999999, -0.7071069999999999]",AS,Bidart Ouest,{'roadname': 'A63'}
5247,"[43.4487, -1.55329]","[-0.9848079999999999, 0.173648]",BA,Barri&egrave;re de La Negresse,{'roadname': 'A63'}
5248,"[43.461, -1.50015]","[0, 1]",EC,Bayonne Sud,"{'numero': '5', 'roadname': 'A63'}"
5249,"[43.4488, -1.55484]","[0, 1]",EC,Biarritz,"{'numero': '4', 'roadname': 'A63'}"
5250,"[43.4765, -1.4391500000000002]","[0, 1]",EC,Mousserolles,"{'numero': '1', 'roadname': 'A64'}"
5251,"[43.464, -1.42619]","[0, 1]",EC,Mouguerre Bourg,"{'numero': '1.1', 'roadname': 'A64'}"
5252,"[43.4511, -1.38172]","[0, 1]",EC,Mouguerre Elizaberry,"{'numero': '2', 'roadname': 'A64'}"
5253,"[43.4777, -1.45026]","[0, 1]",BI,Bifurcation A63/A64,{'roadname': 'A64'}
5254,"[43.4516, -1.33463]","[0, 1]",EC,Briscous,"{'numero': '3', 'roadname': 'A64'}"
5255,"[43.4671, -1.28628]","[0, 1]",EC,Urt,"{'numero': '4', 'roadname': 'A64'}"
5256,"[43.4912, -1.44963]","[0, 1]",EC,Bayonne Nord,"{'numero': '6', 'roadname': 'A63'}"
5257,"[43.541, -1.43173]","[0, 1]",EC,Ondres,"{'numero': '7', 'roadname': 'A63'}"
5258,"[43.5863, -1.4201000000000001]","[0.25881899999999997, 0.965926]",AS,Labenne Est,{'roadname': 'A63'}
5259,"[43.5863, -1.4201000000000001]","[-0.25881899999999997, -0.965926]",AS,Labenne Ouest,{'roadname': 'A63'}
5260,"[43.624, -1.4009]","[-0.573576, -0.819152]",BA,Barri&egrave;re de Benesse-Maremne,{'roadname': 'A63'}
5261,"[43.6255, -1.39886]","[0, 1]",EC,Capbreton,"{'numero': '8', 'roadname': 'A63'}"
5262,"[43.5287, -1.15214]","[-0.748724, 0.6628809999999999]",AS,Hastingues Nord,{'roadname': 'A64'}
5263,"[43.5287, -1.15214]","[0.9848079999999999, -0.173648]",AS,Hastingues Sud,{'roadname': 'A64'}
5264,"[43.5297, -1.1868400000000001]","[-0.965926, -0.25881899999999997]",BA,Barri&egrave;re de de Sames,{'roadname': 'A64'}
5265,"[43.5297, -1.1868400000000001]","[0.965926, 0.25881899999999997]",BA,Barri&egrave;re de Sames,{'roadname': 'A64'}
5266,"[43.5516, -1.13453]","[0, 1]",EC,1/2 &eacute;changeur RN117,"{'numero': '2', 'roadname': 'A641'}"
5267,"[43.51, -1.22412]","[0, 1]",EC,Guiche,"{'numero': '5', 'roadname': 'A64'}"
5268,"[43.5164, -1.10438]","[0, 1]",EC,1/2 &eacute;changeur RD19,"{'numero': '1', 'roadname': 'A641'}"
5269,"[43.5164, -1.10439]","[0, 1]",EC,1/2 &eacute;changeur RD19,"{'numero': '1', 'roadname': 'A641'}"
5270,"[43.5143, -1.10526]","[0, 1]",EC,Peyrehorade,"{'numero': '6', 'roadname': 'A64'}"
5271,"[43.5635, -1.14094]","[0, 1]",LI,Fin A641,{'roadname': 'A641'}
5272,"[43.3306, -0.34643799999999997]","[0, 1]",EC,Pau,"{'numero': '10', 'roadname': 'A64'}"
5273,"[43.3134, -0.2651]","[-0.859941, 0.510393]",AR,Serres Morlaas Nord,{'roadname': 'A64'}
5274,"[43.3134, -0.2651]","[0.9370989999999999, -0.34906299999999996]",AR,Serres Morlaas Sud,{'roadname': 'A64'}
5275,"[43.2751, -0.196481]","[0, 1]",EC,Soumoulou,"{'numero': '11', 'roadname': 'A64'}"
5276,"[43.48, -0.7760389999999999]","[0.9961949999999999, 0.0871557]",AR,Haut de D&eacute;part,{'roadname': 'A64'}
5277,"[43.4775, -0.785142]","[-0.8712989999999999, -0.49075199999999997]",AR,Magret,{'roadname': 'A64'}
5278,"[43.4693, -0.7475600000000001]","[0, 1]",EC,Orthez,"{'numero': '8', 'roadname': 'A64'}"
5279,"[43.4183, -0.584953]","[-0.7846679999999999, 0.619916]",AS,Lacq Audejos Nord,{'roadname': 'A64'}
5280,"[43.4222, -0.5987669999999999]","[0.918032, -0.396507]",AS,Lacq Audejos Sud,{'roadname': 'A64'}
5281,"[43.5129, -0.9241189999999999]","[0, 1]",EC,Salies De B&eacute;arn,"{'numero': '7', 'roadname': 'A64'}"
5282,"[43.3969, -0.548615]","[0, 1]",EC,Artix,"{'numero': '9', 'roadname': 'A64'}"
5283,"[43.3542, -0.44852000000000003]","[0, 1]",BI,Jonction A64/A65,{'roadname': 'A64'}
5284,"[43.3457, -0.415111]","[0, 1]",EC,Lescar,"{'numero': '9.1', 'roadname': 'A64'}"
5285,"[43.4672, -0.318476]","[-0.7584759999999999, -0.651701]",AR,Aire du B&eacute;arn Vert et Or,{'roadname': 'A65'}
5286,"[43.4672, -0.318476]","[0.7907959999999999, 0.6120789999999999]",AR,Aire du B&eacute;arn Vert et Or,{'roadname': 'A65'}
5287,"[43.4675, -0.31779799999999997]","[0, 1]",EC,Th&egrave;ze,"{'numero': '9', 'roadname': 'A65'}"
5288,"[43.5636, -0.29645699999999997]","[0, 1]",EC,Garlin,"{'numero': '8', 'roadname': 'A65'}"
5289,"[43.6783, -1.30842]","[0.7071069999999999, 0.7071069999999999]",AR,Saubion Est,{'roadname': 'A63'}
5290,"[43.6783, -1.30842]","[-0.7071069999999999, -0.7071069999999999]",AR,Saubion Ouest,{'roadname': 'A63'}
5291,"[43.6986, -1.22918]","[0, 1]",EC,Saint Geours de Maremne,"{'numero': '9', 'roadname': 'A63'}"
5292,"[43.7106, -1.22816]","[0, 1]",EC,Soustons,"{'numero': '10', 'roadname': 'A63'}"
5293,"[43.778, -1.21162]","[0, 1]",EC,Magescq,"{'numero': '11', 'roadname': 'A63'}"
5294,"[43.8347, -1.1805]","[-0.5, -0.8660249999999999]",BA,Barri&egrave;re de Castets,{'roadname': 'A63'}
5295,"[43.8049, -1.20089]","[-0.5, -0.8660249999999999]",AR,Magescq Ouest,{'roadname': 'A63'}
5296,"[43.8004, -1.20355]","[0.422618, 0.906308]",AR,Magescq Est,{'roadname': 'A63'}
5297,"[43.8722, -1.13716]","[0, 1]",EC,Castets,"{'numero': '12', 'roadname': 'A63'}"
5298,"[43.9726, -1.06179]","[0, 1]",EC,Lesp&eacute;ron,"{'numero': '13', 'roadname': 'A63'}"
5299,"[43.9726, -1.06179]","[0, 1]",EC,Lesp&eacute;ron,"{'numero': '13', 'roadname': 'A63'}"
5300,"[43.9371, -1.09145]","[-0.642788, -0.766044]",AS,Oc&eacute;an Ouest,{'roadname': 'A63'}
5301,"[43.9371, -1.09145]","[0.642788, 0.766044]",AS,Oc&eacute;an Est,{'roadname': 'A63'}
5302,"[43.6716, -0.28646099999999997]","[0, 1]",EC,Aire-sur-l&apos;Adour Sud,"{'numero': '7', 'roadname': 'A65'}"
5303,"[43.7213, -0.272456]","[0.0465834, -0.998914]",AS,Aire de l&apos;Adour,{'roadname': 'A65'}
5304,"[43.7213, -0.272456]","[0.31945599999999996, 0.9476009999999999]",AS,Aire de l&apos;Adour,{'roadname': 'A65'}
5305,"[43.7192, -0.273885]","[0, 1]",EC,Aire-sur-l&apos;Adour Nord,"{'numero': '6', 'roadname': 'A65'}"
5306,"[44.0505, -1.00808]","[0, 1]",EC,Onesse et Laharie,"{'numero': '14', 'roadname': 'A63'}"
5307,"[44.0873, -1.00022]","[-0.25881899999999997, -0.965926]",AR,Onesse et Laharie Ouest,{'roadname': 'A63'}
5308,"[44.0505, -1.00808]","[0, 1]",EC,Onesse et Laharie,"{'numero': '14', 'roadname': 'A63'}"
5309,"[44.1471, -0.967283]","[0, 1]",EC,Cap de Pin,"{'numero': '15', 'roadname': 'A63'}"
5310,"[44.0933, -0.997281]","[0.25881899999999997, 0.965926]",AR,Onesse et Laharie Est,{'roadname': 'A63'}
5311,"[44.1471, -0.967283]","[0, 1]",EC,Cap de Pin,"{'numero': '15', 'roadname': 'A63'}"
5312,"[44.2012, -0.931012]","[0, 1]",EC,Labouheyre,"{'numero': '16', 'roadname': 'A63'}"
5313,"[44.2012, -0.931012]","[0, 1]",EC,Labouheyre,"{'numero': '16', 'roadname': 'A63'}"
5314,"[43.9473, -0.39083599999999996]","[-0.0942821, -0.9955459999999999]",AR,Aire du Marsan,{'roadname': 'A65'}
5315,"[43.9473, -0.39083599999999996]","[0.0697565, 0.997564]",AR,Aire du Marsan,{'roadname': 'A65'}
5316,"[43.9511, -0.390099]","[0, 1]",EC,Mont de Marsan,"{'numero': '4', 'roadname': 'A65'}"
5317,"[44.045, -0.33835699999999996]","[-0.506636, -0.86216]",AR,Aire de la Porte d&apos;Armagnac,{'roadname': 'A65'}
5318,"[44.045, -0.33835699999999996]","[0.38542299999999996, 0.9227400000000001]",AR,Aire de la Porte d&apos;Armagnac,{'roadname': 'A65'}
5319,"[44.0463, -0.336678]","[0, 1]",EC,Roquefort,"{'numero': '3', 'roadname': 'A65'}"
5320,"[43.1833, 0.22353399999999998]","[-0.661181, 0.750226]",AR,Bordes Nord,{'roadname': 'A64'}
5321,"[43.1833, 0.22353399999999998]","[0.40673699999999996, -0.9135449999999999]",AR,Bordes Sud,{'roadname': 'A64'}
5322,"[43.175, 0.23857000000000003]","[0, 1]",EC,Tournay,"{'numero': '14', 'roadname': 'A64'}"
5323,"[43.2312, -0.07815000000000001]","[-0.82972, 0.55818]",AS,Pyr&eacute;n&eacute;es Nord,{'roadname': 'A64'}
5324,"[43.2312, -0.07815000000000001]","[0.6853100000000001, -0.728251]",AS,Pyr&eacute;n&eacute;es Sud,{'roadname': 'A64'}
5325,"[43.2182, 0.0205935]","[0, 1]",EC,Tarbes Ouest,"{'numero': '12', 'roadname': 'A64'}"
5326,"[43.2164, 0.10786899999999999]","[0, 1]",EC,Tarbes Est,"{'numero': '13', 'roadname': 'A64'}"
5327,"[43.0992, 0.3563]","[0.945859, -0.324578]",AR,Bandouliers,{'roadname': 'A64'}
5328,"[43.0992, 0.3563]","[-0.990485, -0.137617]",AR,Lac Saint Martin,{'roadname': 'A64'}
5329,"[43.1021, 0.338896]","[0, 1]",EC,Capvern,"{'numero': '15', 'roadname': 'A64'}"
5330,"[43.1003, 0.390487]","[0, 1]",EC,Lannemezan,"{'numero': '16', 'roadname': 'A64'}"
5331,"[43.1047, 0.472006]","[0.957471, -0.288531]",AR,Pic du Midi,{'roadname': 'A64'}
5332,"[43.1047, 0.472006]","[-0.837051, 0.547125]",AR,Pic du Midi Nord,{'roadname': 'A64'}
5333,"[43.109, 0.614837]","[-0.9171300000000001, -0.39858899999999997]",AS,Comminges Nord,{'roadname': 'A64'}
5334,"[43.109, 0.614837]","[0.8381949999999999, 0.5453709999999999]",AS,Comminges Sud,{'roadname': 'A64'}
5335,"[43.0598, 0.592977]","[0, 1]",EC,Croix du Bazert,"{'numero': '1', 'roadname': 'A645'}"
5336,"[43.1036, 0.5943400000000001]","[0, 1]",EC,Montr&eacute;jeau,"{'numero': '17', 'roadname': 'A64'}"
5337,"[43.0967, 0.596271]","[0, 1]",EC,RD817,"{'numero': '2', 'roadname': 'A645'}"
5338,"[44.2141, 0.395738]","[-0.9199579999999999, 0.392016]",AR,Bruch Nord,{'roadname': 'A62'}
5339,"[44.2141, 0.395738]","[0.883929, -0.46762099999999995]",AR,Bruch Sud,{'roadname': 'A62'}
5340,"[44.1979, 0.506863]","[-0.70994, 0.704263]",AS,Porte d&apos;Aquitaine Nord,{'roadname': 'A62'}
5341,"[44.1979, 0.506863]","[0.7217600000000001, -0.692143]",AS,Porte d&apos;Aquitaine Sud,{'roadname': 'A62'}
5342,"[44.1861, 0.5416700000000001]","[0, 1]",EC,Agen Ouest,"{'numero': '6.1', 'roadname': 'A62'}"
5343,"[44.1582, 0.615872]","[0.809427, -0.5872200000000001]",AR,Moirax,{'roadname': 'A62'}
5344,"[44.1624, 0.603953]","[0, 1]",EC,Agen,"{'numero': '7', 'roadname': 'A62'}"
5345,"[44.1262, 0.6959569999999999]","[-0.8808079999999999, 0.473473]",AR,Layrac Nord,{'roadname': 'A62'}
5346,"[44.1262, 0.6959569999999999]","[0.8091200000000001, -0.5876439999999999]",AR,Layrac Sud,{'roadname': 'A62'}
5347,"[44.1697, 0.5795549999999999]","[-0.848787, 0.528735]",AR,Estillac,{'roadname': 'A62'}
5348,"[44.2536, -0.9028419999999999]","[0.34202000000000005, 0.939693]",AR,Labouheyre Est,{'roadname': 'A63'}
5349,"[44.2536, -0.9028419999999999]","[-0.34202000000000005, -0.939693]",AR,Labouheyre Ouest,{'roadname': 'A63'}
5350,"[44.3614, -0.850989]","[-0.34202000000000005, -0.939693]",AS,Porte des Landes Ouest,{'roadname': 'A63'}
5351,"[44.3473, -0.8600939999999999]","[-0.390731, -0.9205049999999999]",BA,Barri&egrave;re de Saugnac-et-Muret,{'roadname': 'A63'}
5352,"[44.3207, -0.881052]","[0, 1]",EC,Liposthey,"{'numero': '17', 'roadname': 'A63'}"
5353,"[44.3614, -0.850989]","[0.34202000000000005, 0.939693]",AS,Porte des Landes Est,{'roadname': 'A63'}
5354,"[44.4429, -0.811149]","[0, 1]",EC,Belin B&eacute;liet,"{'numero': '20', 'roadname': 'A63'}"
5355,"[44.4006, -0.8202539999999999]","[0, 1]",EC,Le Muret,"{'numero': '18', 'roadname': 'A63'}"
5356,"[44.5342, -0.836448]","[0, 1]",EC,Salles,"{'numero': '21', 'roadname': 'A63'}"
5357,"[44.5012, -0.8410479999999999]","[0.173648, -0.9848079999999999]",AR,Lugos Ouest,{'roadname': 'A63'}
5358,"[44.5012, -0.8410479999999999]","[-0.34202000000000005, 0.939693]",AR,Lugos Est,{'roadname': 'A63'}
5359,"[44.284, -0.231823]","[0, 1]",EC,Captieux,"{'numero': '2', 'roadname': 'A65'}"
5360,"[44.2869, -0.23106000000000002]","[-0.0376902, -0.999289]",AS,Aire du coeur d&apos;Aquitaine,{'roadname': 'A65'}
5361,"[44.2869, -0.23106000000000002]","[0.128796, 0.991671]",AS,Aire du coeur d&apos;Aquitaine,{'roadname': 'A65'}
5362,"[44.4468, -0.24448899999999998]","[-0.7867200000000001, -0.6173109999999999]",AR,Aire de Bazas,{'roadname': 'A65'}
5363,"[44.4468, -0.24448899999999998]","[0.844328, 0.5358269999999999]",AR,Aire de Bazas,{'roadname': 'A65'}
5364,"[44.4461, -0.24690299999999998]","[0, 1]",EC,Bazas,"{'numero': '1', 'roadname': 'A65'}"
5365,"[44.5305, -0.193377]","[0, 1]",BI,Jonction A62/A65,{'roadname': 'A62'}
5366,"[44.6046, -0.36962]","[0, 1]",EC,Podensac,"{'numero': '2', 'roadname': 'A62'}"
5367,"[44.6462, -0.435586]","[-0.532729, 0.846286]",AS,Terres de Graves Nord,{'roadname': 'A62'}
5368,"[44.6462, -0.435586]","[0.542148, -0.840283]",AS,Terres de Graves Sud,{'roadname': 'A62'}
5369,"[44.6592, -0.45403699999999997]","[0.7071069999999999, -0.7071069999999999]",BA,Saint Selve,{'roadname': 'A62'}
5370,"[44.543, -0.26569000000000004]","[0, 1]",EC,Langon,"{'numero': '3', 'roadname': 'A62'}"
5371,"[44.6938, -0.496154]","[0, 1]",EC,La Br&ecirc;de,"{'numero': '1.1', 'roadname': 'A62'}"
5372,"[44.9021, -0.493648]","[0, 1]",EC,Carbon Blanc,"{'numero': '44', 'roadname': 'A10'}"
5373,"[44.8914, -0.501698]","[0, 1]",EC,Lormont,"{'numero': '45', 'roadname': 'A10'}"
5374,"[44.8914, -0.501705]","[0, 1]",EC,Lormont,"{'numero': '45', 'roadname': 'A10'}"
5375,"[44.9097, -0.488668]","[0, 1]",EC,Saint Eulalie,"{'numero': '43', 'roadname': 'A10'}"
5376,"[44.8849, -0.51056]","[0, 1]",LI,Debut A10,{'roadname': 'A10'}
5377,"[44.9299, -0.469556]","[0, 1]",EC,Ambar&egrave;s-Saint Loub&egrave;s,"{'numero': '42', 'roadname': 'A10'}"
5378,"[44.9475, -0.464931]","[0, 1]",EC,Amb&egrave;s,"{'numero': '41', 'roadname': 'A10'}"
5379,"[44.9767, -0.432454]","[-0.26404099999999997, -0.964511]",AS,L&apos;Estalot,{'roadname': 'A10'}
5380,"[44.9767, -0.432454]","[0.283848, 0.958869]",AS,Meillac,{'roadname': 'A10'}
5381,"[44.986, -0.42769799999999997]","[0, 1]",EC,Saint Andr&eacute;,"{'numero': '40', 'roadname': 'A10'}"
5382,"[44.8851, -0.268632]","[0.0348995, 0.9993909999999999]",BA,Barri&egrave;re d&apos;Arveyres,{'roadname': 'A89'}
